# Tetrahedron method
       19.9529790933        0.0047591369        0.0047586145        0.0878040291        0.0878030313
       20.0774595456        0.0042273257        0.0042270455        0.0695746355        0.0695746445
       20.2019399978        0.0038913308        0.0038914762        0.0579759114        0.0579765198
       20.3264204501        0.0034103619        0.0034104997        0.0451460097        0.0451462076
       20.4509009023        0.0034283222        0.0034283420        0.0396224277        0.0396214334
       20.5753813546        0.0016819971        0.0016819600        0.0183138286        0.0183140917
       20.6998618069        0.0003372173        0.0003372123        0.0035106904        0.0035107436
       20.8243422591        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       20.9488227114        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       21.0733031636        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       21.1977836159        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       21.3222640681        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       21.4467445204        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       21.5712249727        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       21.6957054249        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       21.8201858772        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       21.9446663294        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       22.0691467817        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       22.1936272340        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       22.3181076862        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       22.4425881385        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       22.5670685907        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       22.6915490430        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       22.8160294953        0.0000000000        0.0000000000        0.0000000000        0.0000000000
